iter	Logloss
211	0.2249294833
212	0.2247020192
213	0.2243863246
214	0.2242293506
215	0.2240275699
216	0.2238936462
217	0.2237114167
218	0.2234203071
219	0.2231955275
220	0.2229591291
221	0.2228261006
222	0.2226807859
223	0.2225189486
224	0.2222884827
225	0.2220027059
226	0.2215688267
227	0.2212617577
228	0.2210597141
229	0.2207952365
230	0.2205107536
231	0.2204219336
232	0.2202314278
233	0.2199608677
234	0.2197995116
235	0.219675401
236	0.2194956805
237	0.2193436031
238	0.2189824629
239	0.2188604643
240	0.2186334091
241	0.2185526992
242	0.2183137444
243	0.2181489564
244	0.2179712433
245	0.2177734073
246	0.2176601964
247	0.2175722346
248	0.2173889773
249	0.2173431855
250	0.2173005254
251	0.2171738389
252	0.21678592
253	0.2167009988
254	0.2164941061
255	0.2163843876
256	0.2162142196
257	0.2161154276
258	0.2160316034
259	0.2159020105
260	0.2157686979
261	0.2157314066
262	0.2155026677
263	0.2154387609
264	0.2152202409
265	0.2149050894
266	0.2147015813
267	0.2145448892
268	0.2144829901
269	0.2143927791
270	0.2143105232
271	0.2141489789
272	0.2140193361
273	0.2139408334
274	0.2135722818
275	0.2134381766
276	0.2132917067
277	0.2129450988
278	0.2128514719
279	0.2127625294
280	0.2126204815
281	0.212529865
282	0.212439939
283	0.2123871536
284	0.2121655999
285	0.2121131703
286	0.2120212698
287	0.2118214364
288	0.2117719478
289	0.2116182274
290	0.2114411559
291	0.2114072943
292	0.2113455585
293	0.2112698827
294	0.2111268224
295	0.2110441412
296	0.210983163
297	0.2109529615
298	0.2108543525
299	0.2107767304
300	0.2105716181
301	0.2101917923
302	0.2099510046
303	0.2098083722
304	0.2096760475
305	0.2096206474
306	0.2095335434
307	0.2094514429
308	0.2094392186
309	0.2094270576
310	0.2092372643
311	0.2091355568
312	0.2091192924
313	0.208928277
314	0.2088372252
315	0.2087470036
316	0.2085964286
317	0.2085235666
318	0.2083972774
319	0.208219267
320	0.2080879044
321	0.2080434674
322	0.2078398594
323	0.2077673222
324	0.2076144388
325	0.2075039521
326	0.2073540063
327	0.2072066921
328	0.2071463547
329	0.2070820506
330	0.2068761257
331	0.2067500122
332	0.2065213439
333	0.2064705354
334	0.2063148279
335	0.2061124977
336	0.2059690737
337	0.2058427445
338	0.2058227962
339	0.2055510618
340	0.205467854
341	0.2053164631
342	0.205142792
343	0.2050919481
344	0.2049928226
345	0.2048397317
346	0.2046015041
347	0.2045398343
348	0.2043708677
349	0.2043237564
350	0.2042314285
351	0.2042164457
352	0.2040700601
353	0.2038020695
354	0.2037724211
355	0.2037458219
356	0.2036941138
357	0.2036529136
358	0.2034948621
359	0.2032932601
360	0.2032548428
361	0.2032191455
362	0.2030924073
363	0.2029039235
364	0.2028588913
365	0.2027024002
366	0.2026097868
367	0.2025318884
368	0.2024288385
369	0.2023030442
370	0.2021658076
371	0.2021077214
372	0.2021044264
373	0.2019519747
374	0.2018967569
375	0.2018192516
376	0.2016508321
377	0.2016141814
378	0.2014711935
379	0.2013758594
380	0.2012322362
381	0.201139762
382	0.201067682
383	0.200889682
384	0.2006702949
385	0.2005576173
386	0.2004636971
387	0.2003879217
388	0.20032965
389	0.2002837631
390	0.2002723141
391	0.2002102256
392	0.2000701362
393	0.199945411
394	0.1997317375
395	0.1995607545
396	0.1994054516
397	0.1993398421
398	0.1992160485
399	0.1992008842
400	0.1991004784
401	0.1989960312
402	0.198873267
403	0.1988360045
404	0.1986538436
405	0.1985200343
406	0.1984825024
407	0.198433937
408	0.1983790469
409	0.1983344041
410	0.19830446
411	0.1980891124
412	0.1979366518
413	0.1978086257
414	0.1976747267
415	0.1974462677
416	0.1973682233
417	0.197268976
418	0.1971720728
419	0.1971504279
420	0.1970380802
421	0.1968961771
422	0.1968670178
423	0.1965631154
424	0.1964820327
425	0.1964376348
426	0.1962260366
427	0.196183956
428	0.1961342664
429	0.1959728448
430	0.1958512236
431	0.1957853699
432	0.1957102717
433	0.1956643321
434	0.1953256381
435	0.1952691836
436	0.19518227
437	0.19507758
438	0.1950268184
439	0.1949390516
440	0.1947897989
441	0.1947484916
442	0.1945940139
443	0.1945633519
444	0.194357423
445	0.1942056238
446	0.1940975585
447	0.193878502
448	0.1938572091
449	0.1938210778
450	0.1937743842
451	0.1936409968
452	0.1936202283
453	0.193459759
454	0.1934233862
455	0.1932939614
456	0.1932512489
457	0.1931721766
458	0.1929952527
459	0.1929643318
460	0.1928918712
461	0.1928077738
462	0.1926382433
463	0.1925304518
464	0.1925138954
465	0.1924857002
466	0.1924737659
467	0.1923930639
468	0.1923858117
469	0.1923176015
470	0.1921963303
471	0.1920810199
472	0.1919693012
473	0.191941044
474	0.191914343
475	0.191851203
476	0.1917009544
477	0.1916063987
478	0.1915920138
479	0.1915057967
480	0.1914513654
481	0.1914379146
482	0.1914342585
483	0.1913853648
484	0.1912577692
485	0.1912366366
486	0.1911552826
487	0.1910556356
488	0.1909953647
489	0.1908822975
490	0.1907788319
491	0.1907625361
492	0.1907318083
493	0.1906610799
494	0.1906423653
495	0.190615217
496	0.1905684531
497	0.1904719382
498	0.1904128981
499	0.1903313478
500	0.1903078805
501	0.1901564998
502	0.1900963468
503	0.1900376751
504	0.1899603064
505	0.1898836402
506	0.1898763889
507	0.1897352818
508	0.1896766081
509	0.1896057338
510	0.1895420209
511	0.1894578419
512	0.189351308
513	0.189293225
514	0.1892320215
515	0.1891986651
516	0.1891068692
517	0.1889409634
518	0.1889274764
519	0.1888224993
520	0.1887405957
521	0.1887228293
522	0.1885516664
523	0.1884956608
524	0.1884581474
525	0.1883860727
526	0.1882375612
527	0.1882144507
528	0.188179604
529	0.1880655204
530	0.1880609714
531	0.1880399568
532	0.188007807
533	0.1878872181
534	0.1877934638
535	0.1876658558
536	0.1876123095
537	0.1875588137
538	0.1875565962
539	0.1875089186
540	0.1874850166
541	0.1874178987
542	0.1873830043
543	0.1872986507
544	0.1872282483
545	0.1872115845
546	0.1871711617
547	0.1870739727
548	0.1869586595
549	0.1869300143
550	0.186890257
551	0.1868732309
552	0.1866856263
553	0.1865259031
554	0.1864856139
555	0.1864535112
556	0.1863697522
557	0.1863244144
558	0.1862489064
559	0.1861962702
560	0.1860882602
561	0.18605729
562	0.1860314151
563	0.1859916424
564	0.1858432225
565	0.1857383589
566	0.1856800605
567	0.1856000623
568	0.1855665738
569	0.1855087063
570	0.1853581415
571	0.1852928327
572	0.1852596555
573	0.1851609526
574	0.1851021962
575	0.185069639
576	0.1849110765
577	0.1847947946
578	0.1847462124
579	0.1846913276
580	0.1846426607
581	0.184370973
582	0.1843015248
583	0.1841925645
584	0.1841671148
585	0.1841322384
586	0.1841112777
587	0.1840350652
588	0.1839995929
589	0.1838634039
590	0.183790052
591	0.1836049418
592	0.1835558085
593	0.1834323241
594	0.1833349202
595	0.1832899537
596	0.1832436573
597	0.1832130772
598	0.1831504888
599	0.1830846454
600	0.1829879298
601	0.1829538694
602	0.1829296418
603	0.1828842917
604	0.1828705995
605	0.1828397498
606	0.1827232912
607	0.182683358
608	0.1825186756
609	0.1824557361
610	0.1823742003
611	0.1823052356
612	0.1822734008
613	0.1821381014
614	0.1820845512
615	0.1820336417
616	0.1819831649
617	0.1818788757
618	0.1818058146
619	0.1817707822
620	0.1817552376
621	0.1816025551
622	0.1815394977
623	0.1814858475
624	0.1814407065
625	0.1814159263
626	0.1813493935
627	0.1812799467
628	0.18123561
629	0.181208391
630	0.181153815
631	0.1810709452
632	0.1810454113
633	0.1810162385
634	0.1809827155
635	0.1809257116
636	0.1808586212
637	0.1807714072
638	0.1807324946
639	0.1806611238
640	0.1805932485
641	0.1805433416
642	0.1805422061
643	0.1804536223
644	0.1803959743
645	0.1803291521
646	0.1802678049
647	0.1801743061
648	0.1800910824
649	0.1800579508
650	0.1799511788
651	0.1798149438
652	0.1797735683
653	0.1796998125
654	0.179600491
655	0.1795664196
656	0.1794896133
657	0.1794421723
658	0.1793959533
659	0.1793057578
660	0.1792865001
661	0.1792400332
662	0.1792020367
663	0.1791697115
664	0.1791132436
665	0.1790405805
666	0.1789177666
667	0.1788896111
668	0.1788644413
669	0.1788307265
670	0.1787812975
671	0.1787349864
672	0.1787111062
673	0.1786566839
674	0.1786324508
675	0.1785080194
676	0.1784166148
677	0.1784017449
678	0.1782788357
679	0.1782116761
680	0.1781940855
681	0.1781063563
682	0.178020201
683	0.1779212315
684	0.1778893639
685	0.1777397147
686	0.1776847719
687	0.1775931744
688	0.1775599428
689	0.1774636773
690	0.1774138621
691	0.1773105982
692	0.1772686103
693	0.1772582081
694	0.1771672707
695	0.1771177266
696	0.1770419781
697	0.1769968771
698	0.1769747186
699	0.176886573
700	0.1768686005
701	0.1768270663
702	0.1767647219
703	0.1766193838
704	0.1765708084
705	0.1765374611
706	0.1765217871
707	0.1764506186
708	0.1764162753
709	0.1763259414
710	0.1762813704
711	0.1762513505
712	0.1762131106
713	0.1760867708
714	0.1760637502
715	0.1760149379
716	0.1759698509
717	0.1758871174
718	0.1758290479
719	0.1757921757
720	0.1757677813
721	0.1757276774
722	0.175704561
723	0.1756864083
724	0.175647682
725	0.175588592
726	0.1755344343
727	0.1754859721
728	0.1754435245
729	0.1753678054
730	0.1753220626
731	0.1752567343
732	0.1751868119
733	0.1751529233
734	0.17502127
735	0.1749914251
736	0.1748360593
737	0.1747945135
738	0.1747581995
739	0.174716445
740	0.1746886784
741	0.1746066103
742	0.1745306243
743	0.174507145
744	0.1743138506
745	0.1741858588
746	0.1740819572
747	0.1740194171
748	0.1738651071
749	0.1737334688
750	0.1736905014
751	0.1735665463
752	0.1734065852
753	0.1732240951
754	0.1730811906
755	0.1730609239
756	0.1730414166
757	0.1729809791
758	0.1729220864
759	0.1728515948
760	0.1728173211
761	0.1726292947
762	0.1725536192
763	0.1725055383
764	0.1724575761
765	0.1723992713
766	0.1723490002
767	0.1723373936
768	0.172209688
769	0.1721868192
770	0.1721490535
771	0.1721122932
772	0.1720145424
773	0.1720004897
774	0.1718039829
775	0.1717479379
776	0.1716302763
777	0.1715771909
778	0.1715070984
779	0.1714466548
780	0.1714021321
781	0.1713459847
782	0.1712785482
783	0.1711606134
784	0.1711171376
785	0.1710867871
786	0.1710080676
787	0.1709839845
788	0.1709662981
789	0.1709374126
790	0.1709157656
791	0.1708624901
792	0.1707593824
793	0.1707224153
794	0.1706896939
795	0.1706439215
796	0.1705879776
797	0.1705576387
798	0.1705119154
799	0.1704456247
800	0.1704026111
801	0.1702939411
802	0.1702381961
803	0.1701235938
804	0.1700157181
805	0.1699563939
806	0.1699343717
807	0.1699078931
808	0.1698783599
809	0.1698636543
810	0.1697346383
811	0.1696886268
812	0.1695059856
813	0.1694364869
814	0.1692901181
815	0.1692234863
816	0.1691680068
817	0.1689557281
818	0.1687903549
819	0.1687149041
820	0.1686199468
821	0.1685808592
822	0.1685110425
823	0.1685011978
824	0.168483345
825	0.1684457177
826	0.1683571624
827	0.168325807
828	0.1682424476
829	0.1681891003
830	0.1679572395
831	0.1679020978
832	0.1677133902
833	0.1676773869
834	0.1676132669
835	0.1675395689
836	0.1674697963
837	0.1673248041
838	0.1672986852
839	0.1672651934
840	0.1672398011
841	0.1672006357
842	0.1671839724
843	0.1671537152
844	0.1671183268
845	0.166965384
846	0.1669383887
847	0.1668850679
848	0.1668311075
849	0.1667672865
850	0.166726611
851	0.1666935458
852	0.1666832563
853	0.1666599916
854	0.1666422275
855	0.1665198843
856	0.166486591
857	0.1664096221
858	0.1663323735
859	0.1662958152
860	0.1662632025
861	0.1660943892
862	0.1660562487
863	0.1659556549
864	0.1659181278
865	0.1658903814
866	0.165871742
867	0.1658190667
868	0.1657882742
869	0.1657457679
870	0.1656803428
871	0.1656695734
872	0.1655777365
873	0.1655545179
874	0.165525007
875	0.1653810901
876	0.165318246
877	0.1652295792
878	0.1651239097
879	0.1650222648
880	0.164983218
881	0.1649714925
882	0.1649514818
883	0.1649213988
884	0.1647265871
885	0.1647030399
886	0.1646452897
887	0.1646009408
888	0.1645270103
889	0.1645046647
890	0.1643689079
891	0.1642809071
892	0.1642537233
893	0.1642289796
894	0.1642079692
895	0.1641600641
896	0.1641301123
897	0.1640818195
898	0.1640508797
899	0.1638910392
900	0.1638683711
901	0.163846192
902	0.1638024723
903	0.1636438597
904	0.1636113945
905	0.1635911853
906	0.1634982593
907	0.1634635786
908	0.1633589363
909	0.163304648
910	0.1632618784
911	0.1631812794
912	0.16313984
913	0.1630994389
914	0.1630820667
915	0.1630420807
916	0.1629937624
917	0.1629066371
918	0.162894668
919	0.1628153635
920	0.1626710881
921	0.1626488044
922	0.1626219744
923	0.1625795324
924	0.1625572986
925	0.1624635172
926	0.1624449627
927	0.1623821075
928	0.1623553119
929	0.1622996452
930	0.1621819548
931	0.1620896034
932	0.1619985159
933	0.1619526145
934	0.1618018586
935	0.1616287702
936	0.1615571037
937	0.1614981751
938	0.1613580042
939	0.161229784
940	0.1611399568
941	0.1611276909
942	0.1611198591
943	0.1610782018
944	0.1610180785
945	0.1609818252
946	0.1609556561
947	0.1608359293
948	0.1607737997
949	0.1607507777
950	0.160720047
951	0.1606935667
952	0.1605538091
953	0.1605338562
954	0.1605235416
955	0.1604999738
956	0.1604349437
957	0.1603031181
958	0.1602426869
959	0.1602169217
960	0.160092594
961	0.1599233316
962	0.159907454
963	0.159883087
964	0.1597352603
965	0.1596764258
966	0.1595598378
967	0.1594965766
968	0.1594338119
969	0.1593846895
970	0.1592127429
971	0.1591336191
972	0.1591107651
973	0.1589415128
974	0.158854961
975	0.1588129797
976	0.1587513808
977	0.158733006
978	0.158688861
979	0.1585952201
980	0.1584861043
981	0.1584629637
982	0.158450859
983	0.1583909668
984	0.158382309
985	0.1583155827
986	0.1582755176
987	0.1582529758
988	0.158229987
989	0.1580669722
990	0.1580319038
991	0.1578995966
992	0.1578415166
993	0.1577573813
994	0.1576209122
995	0.1575987377
996	0.1575598222
997	0.1574755636
998	0.1573692275
999	0.1573473696
